concept_id,exam,dataset,varname,n_total,n_issues,examples,issue
MRI_INITIAL_CONTACT_Y25_HISTORY,"I,I","i1f92a,i1f92a","I92Y25L3V,I92Y25LEVSP",3,2,"kept first varname per exam, dropped I92Y25L3V,I92Y25LEVSP",within_exam_dedup
MRI_INITIAL_CONTACT_Y25_HISTORY,I,i1f92a,I92Y25PPT,663,199,"30540, 30384, 41595, 11328, 30416",Short_ID_map_fail
MRI_PREGNANCY_TEST_COMPLETED,I,i1f92a,I92PREG,663,199,"30540, 30384, 41595, 11328, 30416",Short_ID_map_fail
NEIGHBORHOOD_CLOSE_KNIT,I,i1f56,I56CLOSE,3270,992,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
NEIGHBORHOOD_CONFLICT,I,i1f56,I56CNFLT,3270,992,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
NEIGHBORHOOD_DIFFERENT_VALUES,I,i1f56,I56VALU,3270,992,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
NEIGHBORHOOD_HELPFUL_NEIGHBORS,I,i1f56,I56HELP,3270,992,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
NEIGHBORHOOD_TRUST,I,i1f56,I56TRUST,3270,992,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
NONPRESCRIPTION_BLACK_COHOSH_12MO,I,i1f68,I68COHOS,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_DHEA_12MO,I,i1f68,I68DHEA,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_GINSENG_12MO,I,i1f68,I68GNSNG,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_NONE_12MO,I,i1f68,I68NONE,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_OTHER_12MO,I,i1f68,I68OTHER,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_PHYTOESTROGEN_12MO,I,i1f68,I68PYHTE,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_PROGESTERONE_12MO,I,i1f68,I68PROGS,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_ST_JOHNS_WORT_12MO,I,i1f68,I68SJWRT,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_THERAPY_FOR_HOT_FLASHES,I,i1f68,I68HFNPT,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_VITAMIN_B_12MO,I,i1f68,I68BVIT,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONPRESCRIPTION_WILD_YAM_12MO,I,i1f68,I68WDYAM,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NONSTRENUOUS_LEISURE_SPORTS_PAST_YEAR,F,f1f18r,F18RI1LS,11,1,"kept first varname per exam, dropped F18RI1LS",within_exam_dedup
NO_BC_12MO,I,i1f68,I68YNOBC,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NO_LISTED_SYMPTOMS_3MO,I,i1f68,I68NOSYM,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
NO_MEASUREMENT_TAKEN,I,i1f20,I20NOMEAS,3354,1018,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
NUMBER_OF_ALIQUOTS_BY_COLLECTION,"C,C","c1f39,c1f39","C39ALIQ2,C39ALIQ3",3,2,"kept first varname per exam, dropped C39ALIQ2,C39ALIQ3",within_exam_dedup
NUMBER_OF_BOTTLES_USED_BY_COLLECTION,"C,C","c1f39,c1f39","C39USED2,C39USED3",3,2,"kept first varname per exam, dropped C39USED2,C39USED3",within_exam_dedup
OGTT_CONSENT,"G,H","g4f05,h3f05a","G05AOGTT,H05AOGTT",5,2,"kept first varname per exam, dropped G05AOGTT,H05AOGTT",within_exam_dedup
OUTPATIENT_ARTERY_PROCEDURE,J,j1f31,J31OUTARTEM,NA,NA,,varname_not_found_anywhere
OUTPATIENT_CORONARY_ANGIOGRAM,J,j1f31,J31OUTANGIM,NA,NA,,varname_not_found_anywhere
OUTPATIENT_VISIT_ANY,J,j1f31,J31OUTNOERM,NA,NA,,varname_not_found_anywhere
OVARIAN_SURGERY_REASON,"G,G,H,H","g3f09ova,g3f09ova,h3f09ova,h3f09ova","G09OSRSN2,G09OSRSN3,H09OSRSN2,H09OSRSN3",7,4,"kept first varname per exam, dropped G09OSRSN2,G09OSRSN3,H09OSRSN2,H09OSRSN3",within_exam_dedup
OVARIAN_SURGERY_REMOVED_WHAT,"G,G,H,H","g3f09ova,g3f09ova,h3f09ova,h3f09ova","G09REMVD2,G09REMVD3,H09REMVD2,H09REMVD3",7,4,"kept first varname per exam, dropped G09REMVD2,G09REMVD3,H09REMVD2,H09REMVD3",within_exam_dedup
OVERNIGHT_SLEEP_TEST,J,j1f31,J31SLPTESTM,NA,NA,,varname_not_found_anywhere
PALPITATIONS_ASSOCIATED_LIGHTHEADED,C,c1f41rs,C41ROCCR,NA,NA,,varname_not_found_anywhere
PALPITATIONS_PAST_YEAR,C,c1f41rs,C41RPALP,2,1,"kept first varname per exam, dropped C41RPALP",within_exam_dedup
PERIODS_CHANGED_12MO,I,i1f68,I68PDCHG,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
PERMISSION_TO_OBTAIN_RECORDS,J,j1f31,J31PERMP,4,1,"kept first varname per exam, dropped J31PERMP",within_exam_dedup
PERMISSION_TO_OBTAIN_RECORDS,J,j1f31,J31PERMH,NA,NA,,varname_not_found_anywhere
PREGNANT,"G,H,I","g4f05,h3f05a,i1f05a","G05APREG,H05APREG,I05APREG",7,3,"kept first varname per exam, dropped G05APREG,H05APREG,I05APREG",within_exam_dedup
PRESCRIBED_FEMALE_HORMONES_HOT_FLASHES,I,i1f68,I68HFFH,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
PRESCRIBED_HORMONES_FOR_HOT_FLASHES,I,i1f68,I68HORMN,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
PRESCRIBED_NONHORMONAL_MED_FOR_HOT_FLASHES,I,i1f68,I68HFNHM,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
PRESCRIPTION_PAINMED_FENTANYL_NONMEDICAL,J,j2f17,J17PMFENT,NA,NA,,varname_not_found_anywhere
RACE_DISCRIMINATED_AT_HOME,I,i1f44,I44RHOMF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATED_AT_SCHOOL,I,i1f44,I44RSCHF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATED_AT_WORK,I,i1f44,I44RWRKF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATED_GETTING_HOUSING,I,i1f44,I44RHOUF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATED_GETTING_JOB,I,i1f44,I44RJOBF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATED_GETTING_MEDICAL_CARE,I,i1f44,I44RMEDF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATED_IN_PUBLIC,I,i1f44,I44RPUBF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATION_AT_HOME,I,i1f44,I44RCHOM,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATION_AT_SCHOOL,I,i1f44,I44RCSCH,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATION_AT_WORK,I,i1f44,I44RCWRK,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATION_GETTING_HOUSING,I,i1f44,I44RCHOU,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATION_GETTING_JOB,I,i1f44,I44RCJOB,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATION_GETTING_MEDICAL_CARE,I,i1f44,I44RCMED,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATION_IN_PUBLIC,I,i1f44,I44RCPUB,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACE_DISCRIMINATION_STRESS,I,i1f44,I44RCSTR,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RACKET_VIGOROUS_PAST_YEAR,F,f1f18r,F18RB1RA,11,1,"kept first varname per exam, dropped F18RB1RA",within_exam_dedup
RAVLT_BELL_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87BELL2,H87BELL3,H87BELL4,H87BELL5,H87BELL6,H87BELL7",7,6,"kept first varname per exam, dropped H87BELL2,H87BELL3,H87BELL4,H87BELL5,H87BELL6,H87BELL7",within_exam_dedup
RAVLT_COFFEE_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87COFFEE2,H87COFFEE3,H87COFFEE4,H87COFFEE5,H87COFFEE6,H87COFFEE7",7,6,"kept first varname per exam, dropped H87COFFEE2,H87COFFEE3,H87COFFEE4,H87COFFEE5,H87COFFEE6,H87COFFEE7",within_exam_dedup
RAVLT_COLOR_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87COLOR2,H87COLOR3,H87COLOR4,H87COLOR5,H87COLOR6,H87COLOR7",7,6,"kept first varname per exam, dropped H87COLOR2,H87COLOR3,H87COLOR4,H87COLOR5,H87COLOR6,H87COLOR7",within_exam_dedup
RAVLT_CURTAIN_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87CURTAIN2,H87CURTAIN3,H87CURTAIN4,H87CURTAIN5,H87CURTAIN6,H87CURTAIN7",7,6,"kept first varname per exam, dropped H87CURTAIN2,H87CURTAIN3,H87CURTAIN4,H87CURTAIN5,H87CURTAIN6,H87CURTAIN7",within_exam_dedup
RAVLT_DRUM_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87DRUM2,H87DRUM3,H87DRUM4,H87DRUM5,H87DRUM6,H87DRUM7",7,6,"kept first varname per exam, dropped H87DRUM2,H87DRUM3,H87DRUM4,H87DRUM5,H87DRUM6,H87DRUM7",within_exam_dedup
RAVLT_FARMER_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87FARMER2,H87FARMER3,H87FARMER4,H87FARMER5,H87FARMER6,H87FARMER7",7,6,"kept first varname per exam, dropped H87FARMER2,H87FARMER3,H87FARMER4,H87FARMER5,H87FARMER6,H87FARMER7",within_exam_dedup
RAVLT_GARDEN_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87GARDEN2,H87GARDEN3,H87GARDEN4,H87GARDEN5,H87GARDEN6,H87GARDEN7",7,6,"kept first varname per exam, dropped H87GARDEN2,H87GARDEN3,H87GARDEN4,H87GARDEN5,H87GARDEN6,H87GARDEN7",within_exam_dedup
RAVLT_HAT_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87HAT2,H87HAT3,H87HAT4,H87HAT5,H87HAT6,H87HAT7",7,6,"kept first varname per exam, dropped H87HAT2,H87HAT3,H87HAT4,H87HAT5,H87HAT6,H87HAT7",within_exam_dedup
RAVLT_HOUSE_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87HOUSE2,H87HOUSE3,H87HOUSE4,H87HOUSE5,H87HOUSE6,H87HOUSE7",7,6,"kept first varname per exam, dropped H87HOUSE2,H87HOUSE3,H87HOUSE4,H87HOUSE5,H87HOUSE6,H87HOUSE7",within_exam_dedup
RAVLT_MOON_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87MOON2,H87MOON3,H87MOON4,H87MOON5,H87MOON6,H87MOON7",7,6,"kept first varname per exam, dropped H87MOON2,H87MOON3,H87MOON4,H87MOON5,H87MOON6,H87MOON7",within_exam_dedup
RAVLT_NOSE_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87NOSE2,H87NOSE3,H87NOSE4,H87NOSE5,H87NOSE6,H87NOSE7",7,6,"kept first varname per exam, dropped H87NOSE2,H87NOSE3,H87NOSE4,H87NOSE5,H87NOSE6,H87NOSE7",within_exam_dedup
RAVLT_PARENT_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87PARENT2,H87PARENT3,H87PARENT4,H87PARENT5,H87PARENT6,H87PARENT7",7,6,"kept first varname per exam, dropped H87PARENT2,H87PARENT3,H87PARENT4,H87PARENT5,H87PARENT6,H87PARENT7",within_exam_dedup
RAVLT_RIVER_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87RIVER2,H87RIVER3,H87RIVER4,H87RIVER5,H87RIVER6,H87RIVER7",7,6,"kept first varname per exam, dropped H87RIVER2,H87RIVER3,H87RIVER4,H87RIVER5,H87RIVER6,H87RIVER7",within_exam_dedup
RAVLT_SCHOOL_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87SCHOOL2,H87SCHOOL3,H87SCHOOL4,H87SCHOOL5,H87SCHOOL6,H87SCHOOL7",7,6,"kept first varname per exam, dropped H87SCHOOL2,H87SCHOOL3,H87SCHOOL4,H87SCHOOL5,H87SCHOOL6,H87SCHOOL7",within_exam_dedup
RAVLT_TRIAL6_COMPLETION_TIME,H,h3f87,H87COMPTM,2,1,"kept first varname per exam, dropped H87COMPTM",within_exam_dedup
RAVLT_TRIAL_GIVEN_FLAGS,"H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87","H87TRIAL2,H87TRIAL3,H87TRIAL4,H87TRIAL5,H87TRIAL6",6,5,"kept first varname per exam, dropped H87TRIAL2,H87TRIAL3,H87TRIAL4,H87TRIAL5,H87TRIAL6",within_exam_dedup
RAVLT_TURKEY_RECALL,"H,H,H,H,H,H","h3f87,h3f87,h3f87,h3f87,h3f87,h3f87","H87TURKEY2,H87TURKEY3,H87TURKEY4,H87TURKEY5,H87TURKEY6,H87TURKEY7",7,6,"kept first varname per exam, dropped H87TURKEY2,H87TURKEY3,H87TURKEY4,H87TURKEY5,H87TURKEY6,H87TURKEY7",within_exam_dedup
REASON_PERIODS_STOPPED,I,i1f68,I68STOP,1880,546,"20229, 10600, 40575, 30953, 30540",Short_ID_map_fail
REDUCED_FAT,G,g3f48,G48FAT,4,1,"kept first varname per exam, dropped G48FAT",within_exam_dedup
RESTAURANT_EATING_FREQUENCY_CATEGORY,I,i1f48,I48RCFRQ,3260,992,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
RESTRICT_CARBS_MEDICAL,"H,I","h3f05a,i1f05a","H05ARESTC,I05ARESTC",4,2,"kept first varname per exam, dropped H05ARESTC,I05ARESTC",within_exam_dedup
RUN_JOG_PAST_YEAR,F,f1f18r,F18RA1RU,11,1,"kept first varname per exam, dropped F18RA1RU",within_exam_dedup
SAME_DAY_SURGERY_ADMISSION,J,j1f31,J31SMDAYM,NA,NA,,varname_not_found_anywhere
SEISMOCARDIOGRAM_SUBSTUDY_COMMENTS,E,e1f40,E40SEISX,NA,NA,,varname_not_found_anywhere
SES_DISCRIMINATED_AT_HOME,I,i1f44,I44SHOMF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATED_AT_SCHOOL,I,i1f44,I44SSCHF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATED_AT_WORK,I,i1f44,I44SWRKF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATED_GETTING_HOUSING,I,i1f44,I44SHOUF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATED_GETTING_JOB,I,i1f44,I44SJOBF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATED_GETTING_MEDICAL_CARE,I,i1f44,I44SMEDF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATED_IN_PUBLIC,I,i1f44,I44SPUBF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATION_AT_HOME,I,i1f44,I44SEHOM,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATION_AT_SCHOOL,I,i1f44,I44SESCH,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATION_AT_WORK,I,i1f44,I44SEWRK,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATION_GETTING_HOUSING,I,i1f44,I44SEHOU,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATION_GETTING_JOB,I,i1f44,I44SEJOB,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATION_GETTING_MEDICAL_CARE,I,i1f44,I44SEMED,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATION_IN_PUBLIC,I,i1f44,I44SEPUB,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SES_DISCRIMINATION_STRESS,I,i1f44,I44SESTR,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX,"A,I","a4f09gen,i1f40","SEX,I40SEX",7,2,"kept REF, dropped F09,F40",cross_family_dedup
SEX,B,b4ref,SEX,5114,NA,Found in 'g6ref' instead,varname_fallback_to_alt_dataset
SEX,C,c2ref,SEX,5114,NA,Found in 'g6ref' instead,varname_fallback_to_alt_dataset
SEX,D,d3ref,SEX,5114,NA,Found in 'g6ref' instead,varname_fallback_to_alt_dataset
SEX,E,e3ref,SEX,5114,NA,Found in 'g6ref' instead,varname_fallback_to_alt_dataset
SEX,F,f3ref,SEX,5114,NA,Found in 'g6ref' instead,varname_fallback_to_alt_dataset
SEX_DISCRIMINATION_AT_HOME,I,i1f44,I44SEXHOM,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_AT_HOME_FREQUENCY,I,i1f44,I44SEXHOMF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_AT_SCHOOL,I,i1f44,I44SEXSCH,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_AT_SCHOOL_FREQUENCY,I,i1f44,I44SEXSCHF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_AT_WORK,I,i1f44,I44SEXWRK,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_AT_WORK_FREQUENCY,I,i1f44,I44SEXWRKF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_GETTING_HOUSING,I,i1f44,I44SEXHOU,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_GETTING_HOUSING_FREQUENCY,I,i1f44,I44SEXHOUF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_GETTING_JOB,I,i1f44,I44SEXJOB,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_GETTING_JOB_FREQUENCY,I,i1f44,I44SEXJOBF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_GETTING_MEDICAL_CARE,I,i1f44,I44SEXMED,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_GETTING_MEDICAL_CARE_FREQUENCY,I,i1f44,I44SEXMEDF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_IN_PUBLIC,I,i1f44,I44SEXPUB,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_IN_PUBLIC_FREQUENCY,I,i1f44,I44SEXPUBF,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SEX_DISCRIMINATION_STRESS,I,i1f44,I44SEXSTR,3283,997,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
SF12_EMOTIONAL_HEALTH_LIMITED_ACCOMPLISHMENT,F,f2f65,F65EMLES,6,1,"kept first varname per exam, dropped F65EMLES",within_exam_dedup
SF12_EMOTIONAL_HEALTH_LIMITED_WORK,F,f2f65,F65EMLTD,6,1,"kept first varname per exam, dropped F65EMLTD",within_exam_dedup
SF12_GENERAL_HEALTH_STATUS,F,f2f65,F65HELTH,6,1,"kept first varname per exam, dropped F65HELTH",within_exam_dedup
SF12_MODERATE_ACTIVITY_LIMITATION,F,f2f65,F65MODA,6,1,"kept first varname per exam, dropped F65MODA",within_exam_dedup
SF12_PAIN_INTERFERED_WITH_WORK,F,f2f65,F65PAIN,6,1,"kept first varname per exam, dropped F65PAIN",within_exam_dedup
SF12_PHYSICAL_HEALTH_LIMITED_ACCOMPLISHMENT,F,f2f65,F65PHLES,6,1,"kept first varname per exam, dropped F65PHLES",within_exam_dedup
SF12_PHYSICAL_HEALTH_LIMITED_WORK,F,f2f65,F65PHLTD,6,1,"kept first varname per exam, dropped F65PHLTD",within_exam_dedup
SF12_STAIRS_CLIMBING_LIMITATION,F,f2f65,F65CLIMB,6,1,"kept first varname per exam, dropped F65CLIMB",within_exam_dedup
SPIROMETER_ACCEPTABILITY_CODES,"A,A,A,A,A","a4f12,a4f12,a4f12,a4f12,a4f12","A12T2ACC,A12T3ACC,A12T4ACC,A12T5ACC,A12T6ACC",6,5,"kept first varname per exam, dropped A12T2ACC,A12T3ACC,A12T4ACC,A12T5ACC,A12T6ACC",within_exam_dedup
SPIROMETER_AST_EXTRAP_VOLUME_FLAGS,"B,B,B,B,B,C,C,C,C,E,E,E,E,E,E,E","b2f12pf,b2f12pf,b2f12pf,b2f12pf,b2f12pf,c1f12pf,c1f12pf,c1f12pf,c1f12pf,e1f12pf,e1f12pf,e1f12pf,e1f12pf,e1f12pf,e1f12pf,e1f12pf","B12AST_2,B12AST_3,B12AST_4,B12AST_5,B12AST_6,C12AST_2,C12AST_3,C12AST_4,C12AST_5,E12AST_2,E12AST_3,E12AST_4,E12AST_5,E12AST_6,E12AST_7,E12AST_8",19,16,"kept first varname per exam, dropped B12AST_2,B12AST_3,B12AST_4,B12AST_5,B12AST_6,C12AST_2,C12AST_3,C12AST_4,C12AST_5,E12AST_2,E12AST_3,E12AST_4,E12AST_5,E12AST_6,E12AST_7,E12AST_8",within_exam_dedup
SPIROMETER_MAX_CURVE_TRIAL_INDEX,E,e1f12pf8,E128RTR,5,1,"kept first varname per exam, dropped E128RTR",within_exam_dedup
SPIROMETER_MAX_FEV1_TRIAL_INDEX,E,e1f12pf8,E128E1TR,5,1,"kept first varname per exam, dropped E128E1TR",within_exam_dedup
SPIROMETER_MAX_FEV3_TRIAL_INDEX,E,e1f12pf8,E128E3TR,5,1,"kept first varname per exam, dropped E128E3TR",within_exam_dedup
SPIROMETER_MAX_FVC_TRIAL_INDEX,E,e1f12pf8,E128VCTR,5,1,"kept first varname per exam, dropped E128VCTR",within_exam_dedup
SPIROMETER_RACE_CODE,B,b2f12,B12RACE,NA,NA,,varname_not_found_anywhere
SPIROMETER_RACE_CODE,E,e1f12pf,E12RACE,NA,NA,,varname_not_found_anywhere
SPIROMETER_SEX,B,b2f12,B12SEX,NA,NA,,varname_not_found_anywhere
SPIROMETER_SEX,E,e1f12pf,E12SEX,NA,NA,,varname_not_found_anywhere
STRENUOUS_SPORTS_PAST_YEAR,F,f1f18r,F18RH1HS,11,1,"kept first varname per exam, dropped F18RH1HS",within_exam_dedup
STROKE_OR_TIA,D,dflwup1,FY108TIA,2,1,"kept first varname per exam, dropped FY108TIA",within_exam_dedup
SWIM_PAST_YEAR,F,f1f18r,F18RD1SW,11,1,"kept first varname per exam, dropped F18RD1SW",within_exam_dedup
TB_IN_LUNGS_OR_OTHER_PARTS,G,g3f09tb,G09TBOTH2,4,1,"kept first varname per exam, dropped G09TBOTH2",within_exam_dedup
TB_IN_LUNGS_OR_OTHER_PARTS,G,g3f09tb,G09TBOTH1,NA,NA,,varname_not_found_anywhere
TIME_LAST_NONWATER_DELAYED_AMPM,G,g4f05,G05ATMEATX,NA,NA,,varname_not_found_anywhere
TIME_SECOND_BLOOD_COLLECTION_AMPM,"H,I","h3f05a,i1f05a","H05ATMBL2X,I05ATMBL2X",5,2,"kept first varname per exam, dropped H05ATMBL2X,I05ATMBL2X",within_exam_dedup
TIME_SECOND_BLOOD_COLLECTION_AMPM,G,g4f05,G05ATMBL2X,NA,NA,,varname_not_found_anywhere
TIME_SPECIMEN_FROZEN_FIRST_AMPM,"H,I","h3f05a,i1f05a","H05ATMFRZX,I05ATMFRZX",5,2,"kept first varname per exam, dropped H05ATMFRZX,I05ATMFRZX",within_exam_dedup
TIME_SPECIMEN_FROZEN_FIRST_AMPM,G,g4f05,G05ATMFRZX,NA,NA,,varname_not_found_anywhere
TIME_SPECIMEN_FROZEN_SECOND_AMPM,"H,I","h3f05a,i1f05a","H05ATMFR2X,I05ATMFR2X",5,2,"kept first varname per exam, dropped H05ATMFR2X,I05ATMFR2X",within_exam_dedup
TIME_SPECIMEN_FROZEN_SECOND_AMPM,G,g4f05,G05ATMFR2X,NA,NA,,varname_not_found_anywhere
TIME_SPECIMEN_SPUN_FIRST_AMPM,"H,I","h3f05a,i1f05a","H05ATMSPNX,I05ATMSPNX",5,2,"kept first varname per exam, dropped H05ATMSPNX,I05ATMSPNX",within_exam_dedup
TIME_SPECIMEN_SPUN_SECOND_AMPM,"H,I","h3f05a,i1f05a","H05ATMSP2X,I05ATMSP2X",4,2,"kept first varname per exam, dropped H05ATMSP2X,I05ATMSP2X",within_exam_dedup
TOBACCO_OLD_BRAND_FILTERED,"A,A,A","a4f09tob,a4f09tob,a4f09tob","A09XFIL2,A09XFIL3,A09XFIL4",4,3,"kept first varname per exam, dropped A09XFIL2,A09XFIL3,A09XFIL4",within_exam_dedup
TOBACCO_OLD_BRAND_MENTHOL,"A,A,A","a4f09tob,a4f09tob,a4f09tob","A09XMEN2,A09XMEN3,A09XMEN4",4,3,"kept first varname per exam, dropped A09XMEN2,A09XMEN3,A09XMEN4",within_exam_dedup
TOBACCO_OLD_BRAND_PACK_TYPE,"A,A,A","a4f09tob,a4f09tob,a4f09tob","A09XPAC2,A09XPAC3,A09XPAC4",4,3,"kept first varname per exam, dropped A09XPAC2,A09XPAC3,A09XPAC4",within_exam_dedup
TOBACCO_OLD_BRAND_SIZE,"A,A,A","a4f09tob,a4f09tob,a4f09tob","A09XSIZ2,A09XSIZ3,A09XSIZ4",4,3,"kept first varname per exam, dropped A09XSIZ2,A09XSIZ3,A09XSIZ4",within_exam_dedup
